source,original_path,class,original_split,filename,bbox_location,bbox_label,split,unified_path,original_category
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\pressure-ulcer-images-a\necrotic-pressure-ulcer-0019.jpg,pressure,,necrotic-pressure-ulcer-0019.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\pressure\medetec_necrotic-pressure-ulcer-0019.jpg,pressure-ulcer-images-a
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\pressure-ulcer-images-a\healing-pressure-ulcer-0023.jpg,pressure,,healing-pressure-ulcer-0023.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\pressure\medetec_healing-pressure-ulcer-0023.jpg,pressure-ulcer-images-a
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\P\25_0.jpg,pressure,train,25_0.jpg,29,3,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\pressure\azh_25_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\P\4_0.jpg,pressure,train,4_0.jpg,318,3,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\pressure\azh_4_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\pressure-ulcer-images-b\sloughy-pressure-ulcer-0019.jpg,pressure,,sloughy-pressure-ulcer-0019.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\pressure\medetec_sloughy-pressure-ulcer-0019.jpg,pressure-ulcer-images-b
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\P\12_0.jpg,pressure,test,12_0.jpg,304,3,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\pressure\azh_12_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\P\97_0.jpg,pressure,train,97_0.jpg,237,3,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\pressure\azh_97_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\pressure-ulcer-images-a\necrotic-pressure-ulcer-0015.jpg,pressure,,necrotic-pressure-ulcer-0015.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\pressure\medetec_necrotic-pressure-ulcer-0015.jpg,pressure-ulcer-images-a
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\pressure-ulcer-images-a\healing-pressure-ulcer-0018.jpg,pressure,,healing-pressure-ulcer-0018.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\pressure\medetec_healing-pressure-ulcer-0018.jpg,pressure-ulcer-images-a
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\pressure-ulcer-images-a\pressure-ulcer-on-foot-0050.jpg,pressure,,pressure-ulcer-on-foot-0050.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\pressure\medetec_pressure-ulcer-on-foot-0050.jpg,pressure-ulcer-images-a
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\P\11_2.jpg,pressure,train,11_2.jpg,236,3,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\pressure\azh_11_2.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\pressure-ulcer-images-a\healing-pressure-ulcer-0019.jpg,pressure,,healing-pressure-ulcer-0019.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\pressure\medetec_healing-pressure-ulcer-0019.jpg,pressure-ulcer-images-a
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\P\30_0.jpg,pressure,train,30_0.jpg,304,3,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\pressure\azh_30_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\P\7_0.jpg,pressure,train,7_0.jpg,247,3,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\pressure\azh_7_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\P\43_0.jpg,pressure,train,43_0.jpg,226,3,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\pressure\azh_43_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\pressure-ulcer-images-a\pressure-ulcer-on-foot-0046.jpg,pressure,,pressure-ulcer-on-foot-0046.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\pressure\medetec_pressure-ulcer-on-foot-0046.jpg,pressure-ulcer-images-a
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\pressure-ulcer-images-b\sloughy-pressure-ulcer-0027.jpg,pressure,,sloughy-pressure-ulcer-0027.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\pressure\medetec_sloughy-pressure-ulcer-0027.jpg,pressure-ulcer-images-b
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\pressure-ulcer-images-a\sloughy-pressure-ulcer-0011.jpg,pressure,,sloughy-pressure-ulcer-0011.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\pressure\medetec_sloughy-pressure-ulcer-0011.jpg,pressure-ulcer-images-a
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\pressure-ulcer-images-a\pressure-ulcer-on-foot-0009.jpg,pressure,,pressure-ulcer-on-foot-0009.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\pressure\medetec_pressure-ulcer-on-foot-0009.jpg,pressure-ulcer-images-a
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\12_0.jpg,surgical,train,12_0.jpg,477,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_12_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\23_0.jpg,surgical,train,23_0.jpg,44,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_23_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\126_0.jpg,surgical,train,126_0.jpg,13,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_126_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\orthopaedic-wounds\orthopaedic-wound-1-11.jpg,surgical,,orthopaedic-wound-1-11.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\medetec_orthopaedic-wound-1-11.jpg,orthopaedic-wounds
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\61_0.jpg,surgical,train,61_0.jpg,30,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_61_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\35_0.jpg,surgical,train,35_0.jpg,35,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_35_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\orthopaedic-wounds\orthopaedic-wound-21.jpg,surgical,,orthopaedic-wound-21.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\medetec_orthopaedic-wound-21.jpg,orthopaedic-wounds
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\S\76_6.jpg,surgical,test,76_6.jpg,35,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_76_6.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\orthopaedic-wounds\orthopaedic-wound-2-3.jpg,surgical,,orthopaedic-wound-2-3.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\medetec_orthopaedic-wound-2-3.jpg,orthopaedic-wounds
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\2_0.jpg,surgical,train,2_0.jpg,249,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_2_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\50_0.jpg,surgical,train,50_0.jpg,425,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_50_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\109_0.jpg,surgical,train,109_0.jpg,45,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_109_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\orthopaedic-wounds\orthopaedic-wound-13-1.jpg,surgical,,orthopaedic-wound-13-1.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\medetec_orthopaedic-wound-13-1.jpg,orthopaedic-wounds
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\77_1.jpg,surgical,train,77_1.jpg,30,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_77_1.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\pilonidal-sinus\pilonidal-sinus0001.jpg,surgical,,pilonidal-sinus0001.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\medetec_pilonidal-sinus0001.jpg,pilonidal-sinus
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\orthopaedic-wounds\orthopaedic-wound-13-3.jpg,surgical,,orthopaedic-wound-13-3.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\medetec_orthopaedic-wound-13-3.jpg,orthopaedic-wounds
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\75_0.jpg,surgical,train,75_0.jpg,472,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_75_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\orthopaedic-wounds\orthopaedic-wound-13-2.jpg,surgical,,orthopaedic-wound-13-2.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\medetec_orthopaedic-wound-13-2.jpg,orthopaedic-wounds
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\orthopaedic-wounds\orthopaedic-wound-9-3.jpg,surgical,,orthopaedic-wound-9-3.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\medetec_orthopaedic-wound-9-3.jpg,orthopaedic-wounds
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\37_1.jpg,surgical,train,37_1.jpg,25,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_37_1.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\87_1.jpg,surgical,train,87_1.jpg,30,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_87_1.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\abdominal-wounds\dehisced-surgical-wound-11.jpg,surgical,,dehisced-surgical-wound-11.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\medetec_dehisced-surgical-wound-11.jpg,abdominal-wounds
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\85_0.jpg,surgical,train,85_0.jpg,64,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_85_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\78_0.jpg,surgical,train,78_0.jpg,30,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_78_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\orthopaedic-wounds\orthopaedic-wound-5.jpg,surgical,,orthopaedic-wound-5.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\medetec_orthopaedic-wound-5.jpg,orthopaedic-wounds
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\17_1.jpg,surgical,train,17_1.jpg,44,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_17_1.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\orthopaedic-wounds\orthopaedic-wound-3-1.jpg,surgical,,orthopaedic-wound-3-1.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\medetec_orthopaedic-wound-3-1.jpg,orthopaedic-wounds
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\S\14_0.jpg,surgical,test,14_0.jpg,370,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_14_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\106_0.jpg,surgical,train,106_0.jpg,63,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_106_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\S\76_4.jpg,surgical,test,76_4.jpg,35,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_76_4.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\orthopaedic-wounds\orthopaedic-wound-1-4.jpg,surgical,,orthopaedic-wound-1-4.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\medetec_orthopaedic-wound-1-4.jpg,orthopaedic-wounds
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\S\47_0.jpg,surgical,test,47_0.jpg,64,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_47_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\63_0.jpg,surgical,train,63_0.jpg,367,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_63_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\77_0.jpg,surgical,train,77_0.jpg,31,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_77_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\S\104_0.jpg,surgical,test,104_0.jpg,30,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_104_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\orthopaedic-wounds\orthopaedic-wound-1-3.jpg,surgical,,orthopaedic-wound-1-3.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\medetec_orthopaedic-wound-1-3.jpg,orthopaedic-wounds
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\17_0.jpg,surgical,train,17_0.jpg,42,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_17_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\59_0.jpg,surgical,train,59_0.jpg,30,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_59_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\31_0.jpg,surgical,train,31_0.jpg,314,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_31_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\S\66_0.jpg,surgical,test,66_0.jpg,35,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_66_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\S\49_0.jpg,surgical,test,49_0.jpg,47,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_49_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\S\7_0.jpg,surgical,test,7_0.jpg,249,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_7_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\orthopaedic-wounds\orthopaedic-wound-14.jpg,surgical,,orthopaedic-wound-14.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\medetec_orthopaedic-wound-14.jpg,orthopaedic-wounds
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\orthopaedic-wounds\orthopaedic-wound-13-0.jpg,surgical,,orthopaedic-wound-13-0.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\medetec_orthopaedic-wound-13-0.jpg,orthopaedic-wounds
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\orthopaedic-wounds\orthopaedic-wound-2-4.jpg,surgical,,orthopaedic-wound-2-4.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\medetec_orthopaedic-wound-2-4.jpg,orthopaedic-wounds
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\86_0.jpg,surgical,train,86_0.jpg,30,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_86_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\38_0.jpg,surgical,train,38_0.jpg,30,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_38_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\103_0.jpg,surgical,train,103_0.jpg,63,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_103_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\S\100_0.jpg,surgical,test,100_0.jpg,370,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_100_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\S\111_0.jpg,surgical,test,111_0.jpg,30,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_111_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\S\92_0.jpg,surgical,test,92_0.jpg,63,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_92_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\abdominal-wounds\dehisced-surgical-wound-3.jpg,surgical,,dehisced-surgical-wound-3.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\medetec_dehisced-surgical-wound-3.jpg,abdominal-wounds
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\73_0.jpg,surgical,train,73_0.jpg,47,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_73_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\orthopaedic-wounds\orthopaedic-wound-20.jpg,surgical,,orthopaedic-wound-20.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\medetec_orthopaedic-wound-20.jpg,orthopaedic-wounds
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\113_0.jpg,surgical,train,113_0.jpg,272,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_113_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\S\19_1.jpg,surgical,test,19_1.jpg,63,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_19_1.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\S\24_1.jpg,surgical,test,24_1.jpg,63,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_24_1.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\60_0.jpg,surgical,train,60_0.jpg,30,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_60_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\72_0.jpg,surgical,train,72_0.jpg,47,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_72_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\S\128_0.jpg,surgical,test,128_0.jpg,25,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_128_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\58_0.jpg,surgical,train,58_0.jpg,269,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_58_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\120_0.jpg,surgical,train,120_0.jpg,30,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_120_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\S\49_1.jpg,surgical,test,49_1.jpg,43,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_49_1.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\65_0.jpg,surgical,train,65_0.jpg,276,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_65_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\orthopaedic-wounds\orthopaedic-wound-2-0-.jpg,surgical,,orthopaedic-wound-2-0-.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\medetec_orthopaedic-wound-2-0-.jpg,orthopaedic-wounds
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\71_0.jpg,surgical,train,71_0.jpg,47,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_71_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\S\99_0.jpg,surgical,test,99_0.jpg,246,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_99_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\orthopaedic-wounds\orthopaedic-wound-18.jpg,surgical,,orthopaedic-wound-18.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\medetec_orthopaedic-wound-18.jpg,orthopaedic-wounds
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\94_0.jpg,surgical,train,94_0.jpg,30,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_94_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Test\Test\S\19_0.jpg,surgical,test,19_0.jpg,64,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_19_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\67_1.jpg,surgical,train,67_1.jpg,35,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_67_1.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\orthopaedic-wounds\orthopaedic-wound-1-2.jpg,surgical,,orthopaedic-wound-1-2.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\medetec_orthopaedic-wound-1-2.jpg,orthopaedic-wounds
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\27_0.jpg,surgical,train,27_0.jpg,46,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_27_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\67_0.jpg,surgical,train,67_0.jpg,35,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_67_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\1_0.jpg,surgical,train,1_0.jpg,425,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_1_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\10_0.jpg,surgical,train,10_0.jpg,249,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_10_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\119_0.jpg,surgical,train,119_0.jpg,454,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_119_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\90_0.jpg,surgical,train,90_0.jpg,65,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_90_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\5_0.jpg,surgical,train,5_0.jpg,45,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_5_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\125_0.jpg,surgical,train,125_0.jpg,63,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_125_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\33_0.jpg,surgical,train,33_0.jpg,370,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_33_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\orthopaedic-wounds\orthopaedic-wound-4.jpg,surgical,,orthopaedic-wound-4.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\medetec_orthopaedic-wound-4.jpg,orthopaedic-wounds
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\79_0.jpg,surgical,train,79_0.jpg,63,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_79_0.jpg,
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\abdominal-wounds\dehisced-surgical-wound-7.jpg,surgical,,dehisced-surgical-wound-7.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\medetec_dehisced-surgical-wound-7.jpg,abdominal-wounds
medetec,C:\Users\skgin\Downloads\majorer - Copy\data\medetec-dataset\orthopaedic-wounds\orthopaedic-wound-10.jpg,surgical,,orthopaedic-wound-10.jpg,-1,0,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\medetec_orthopaedic-wound-10.jpg,orthopaedic-wounds
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\42_0.jpg,surgical,train,42_0.jpg,66,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_42_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\43_0.jpg,surgical,train,43_0.jpg,30,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_43_0.jpg,
azh,C:\Users\skgin\Downloads\majorer - Copy\data\azh\Train\Train\S\37_0.jpg,surgical,train,37_0.jpg,30,4,train,C:\Users\skgin\Downloads\majorer - Copy\data\unified\train\surgical\azh_37_0.jpg,
